Navn;Stasjon;Tid(norsk normaltid);Høyeste middelvind (døgn)
Svenner Fyr;SN29950;02.05.2021;5,5
Svenner Fyr;SN29950;03.05.2021;8,6
Svenner Fyr;SN29950;04.05.2021;15,6
Svenner Fyr;SN29950;05.05.2021;14,6
Svenner Fyr;SN29950;06.05.2021;11,8
Svenner Fyr;SN29950;07.05.2021;9,2
Svenner Fyr;SN29950;08.05.2021;10,4
Svenner Fyr;SN29950;09.05.2021;10,2
Svenner Fyr;SN29950;10.05.2021;13,3
Svenner Fyr;SN29950;11.05.2021;13,1
Svenner Fyr;SN29950;12.05.2021;10,9
Svenner Fyr;SN29950;13.05.2021;6,6
Svenner Fyr;SN29950;14.05.2021;9,6
Svenner Fyr;SN29950;15.05.2021;12,6
Svenner Fyr;SN29950;16.05.2021;11,6
Svenner Fyr;SN29950;17.05.2021;6,6
Svenner Fyr;SN29950;18.05.2021;5,3
Svenner Fyr;SN29950;19.05.2021;5
Svenner Fyr;SN29950;20.05.2021;6,9
Svenner Fyr;SN29950;21.05.2021;6,5
Svenner Fyr;SN29950;22.05.2021;6,6
Svenner Fyr;SN29950;23.05.2021;8,4
Svenner Fyr;SN29950;24.05.2021;11,4
Svenner Fyr;SN29950;25.05.2021;10,5
Svenner Fyr;SN29950;26.05.2021;15,1
Svenner Fyr;SN29950;27.05.2021;12,9
Svenner Fyr;SN29950;28.05.2021;7,6
Svenner Fyr;SN29950;29.05.2021;7,2
Svenner Fyr;SN29950;30.05.2021;8,6
Svenner Fyr;SN29950;31.05.2021;8,5
Svenner Fyr;SN29950;01.06.2021;7
Svenner Fyr;SN29950;02.06.2021;9,3
Svenner Fyr;SN29950;03.06.2021;8,1
Svenner Fyr;SN29950;04.06.2021;4,4
Svenner Fyr;SN29950;05.06.2021;4,4
Svenner Fyr;SN29950;06.06.2021;7,4
Svenner Fyr;SN29950;07.06.2021;7,7
Svenner Fyr;SN29950;08.06.2021;4,3
Svenner Fyr;SN29950;09.06.2021;5
Svenner Fyr;SN29950;10.06.2021;9,5
Svenner Fyr;SN29950;11.06.2021;13,2
Svenner Fyr;SN29950;12.06.2021;13,8
Svenner Fyr;SN29950;13.06.2021;12,5
Svenner Fyr;SN29950;14.06.2021;16,6
Svenner Fyr;SN29950;15.06.2021;13,3
Svenner Fyr;SN29950;16.06.2021;12,9
Svenner Fyr;SN29950;17.06.2021;7,9
Svenner Fyr;SN29950;18.06.2021;8,6
Svenner Fyr;SN29950;19.06.2021;9,7
Svenner Fyr;SN29950;20.06.2021;10,4
Svenner Fyr;SN29950;21.06.2021;12
Svenner Fyr;SN29950;22.06.2021;9,7
Svenner Fyr;SN29950;23.06.2021;7,3
Svenner Fyr;SN29950;24.06.2021;7,6
Svenner Fyr;SN29950;25.06.2021;7
Svenner Fyr;SN29950;26.06.2021;6,2
Svenner Fyr;SN29950;27.06.2021;7
Svenner Fyr;SN29950;28.06.2021;5,7
Svenner Fyr;SN29950;29.06.2021;6,2
Svenner Fyr;SN29950;30.06.2021;11,3
Svenner Fyr;SN29950;01.07.2021;12,6
Svenner Fyr;SN29950;02.07.2021;9,9
Svenner Fyr;SN29950;03.07.2021;4,8
Svenner Fyr;SN29950;04.07.2021;7,6
Svenner Fyr;SN29950;05.07.2021;9,1
Svenner Fyr;SN29950;06.07.2021;9,8
Svenner Fyr;SN29950;07.07.2021;15
Svenner Fyr;SN29950;08.07.2021;8,5
Svenner Fyr;SN29950;09.07.2021;6,4
Svenner Fyr;SN29950;10.07.2021;7,7
Svenner Fyr;SN29950;11.07.2021;11,7
Svenner Fyr;SN29950;12.07.2021;11,3
Svenner Fyr;SN29950;13.07.2021;7,4
Svenner Fyr;SN29950;14.07.2021;6,6
Svenner Fyr;SN29950;15.07.2021;4,7
Svenner Fyr;SN29950;16.07.2021;9
Svenner Fyr;SN29950;17.07.2021;9,7
Svenner Fyr;SN29950;18.07.2021;11,2
Svenner Fyr;SN29950;19.07.2021;12,7
Svenner Fyr;SN29950;20.07.2021;14,6
Svenner Fyr;SN29950;21.07.2021;12,9
Svenner Fyr;SN29950;22.07.2021;10,2
Svenner Fyr;SN29950;23.07.2021;7,6
Svenner Fyr;SN29950;24.07.2021;4,6
Svenner Fyr;SN29950;25.07.2021;5,2
Svenner Fyr;SN29950;26.07.2021;7,8
Svenner Fyr;SN29950;27.07.2021;9
Svenner Fyr;SN29950;28.07.2021;9,1
Svenner Fyr;SN29950;29.07.2021;8,9
Svenner Fyr;SN29950;30.07.2021;9,4
Svenner Fyr;SN29950;31.07.2021;10,2
Svenner Fyr;SN29950;01.08.2021;7,9
Svenner Fyr;SN29950;02.08.2021;10,2
Svenner Fyr;SN29950;03.08.2021;5,2
Svenner Fyr;SN29950;04.08.2021;6,6
Svenner Fyr;SN29950;05.08.2021;7,6
Svenner Fyr;SN29950;06.08.2021;10,5
Svenner Fyr;SN29950;07.08.2021;10,9
Svenner Fyr;SN29950;08.08.2021;8,1
Svenner Fyr;SN29950;09.08.2021;9
Svenner Fyr;SN29950;10.08.2021;10,4
Svenner Fyr;SN29950;11.08.2021;5,9
Svenner Fyr;SN29950;12.08.2021;9,8
Svenner Fyr;SN29950;13.08.2021;10,9
Svenner Fyr;SN29950;14.08.2021;15
Svenner Fyr;SN29950;15.08.2021;13,9
Svenner Fyr;SN29950;16.08.2021;9,3
Svenner Fyr;SN29950;17.08.2021;10,6
Svenner Fyr;SN29950;18.08.2021;7,5
Svenner Fyr;SN29950;19.08.2021;8,6
Svenner Fyr;SN29950;20.08.2021;7,6
Svenner Fyr;SN29950;21.08.2021;6,5
Svenner Fyr;SN29950;22.08.2021;4,8
Svenner Fyr;SN29950;23.08.2021;5,8
Svenner Fyr;SN29950;24.08.2021;11,8
Svenner Fyr;SN29950;25.08.2021;11,9
Svenner Fyr;SN29950;26.08.2021;15
Svenner Fyr;SN29950;27.08.2021;13,7
Svenner Fyr;SN29950;28.08.2021;10,7
Svenner Fyr;SN29950;29.08.2021;7,3
Svenner Fyr;SN29950;30.08.2021;4,7
Svenner Fyr;SN29950;31.08.2021;6,6
Svenner Fyr;SN29950;01.09.2021;7,3
Svenner Fyr;SN29950;02.09.2021;11
Svenner Fyr;SN29950;03.09.2021;8,8
Svenner Fyr;SN29950;04.09.2021;8,7
Svenner Fyr;SN29950;05.09.2021;12,3
Svenner Fyr;SN29950;06.09.2021;12,6
Svenner Fyr;SN29950;07.09.2021;11,2
Svenner Fyr;SN29950;08.09.2021;11,1
Svenner Fyr;SN29950;09.09.2021;6,3
Svenner Fyr;SN29950;10.09.2021;5,4
Svenner Fyr;SN29950;11.09.2021;8,2
Svenner Fyr;SN29950;12.09.2021;11,3
Svenner Fyr;SN29950;13.09.2021;12,8
Svenner Fyr;SN29950;14.09.2021;6,3
Svenner Fyr;SN29950;15.09.2021;9,3
Svenner Fyr;SN29950;16.09.2021;12,6
Svenner Fyr;SN29950;17.09.2021;12,6
Svenner Fyr;SN29950;18.09.2021;8,9
Svenner Fyr;SN29950;19.09.2021;7,9
Svenner Fyr;SN29950;20.09.2021;6,3
Svenner Fyr;SN29950;21.09.2021;13,5
Svenner Fyr;SN29950;22.09.2021;13,9
Svenner Fyr;SN29950;23.09.2021;14,6
Svenner Fyr;SN29950;24.09.2021;15,3
Svenner Fyr;SN29950;25.09.2021;15,3
Svenner Fyr;SN29950;26.09.2021;6,4
Svenner Fyr;SN29950;27.09.2021;11,4
Svenner Fyr;SN29950;28.09.2021;13
Svenner Fyr;SN29950;29.09.2021;7,4
Svenner Fyr;SN29950;30.09.2021;13,3
Svenner Fyr;SN29950;01.10.2021;17,7
Svenner Fyr;SN29950;02.10.2021;17,2
Svenner Fyr;SN29950;03.10.2021;15,5
Svenner Fyr;SN29950;04.10.2021;13,5
Svenner Fyr;SN29950;05.10.2021;13,6
Svenner Fyr;SN29950;06.10.2021;8,4
Svenner Fyr;SN29950;07.10.2021;8,9
Svenner Fyr;SN29950;08.10.2021;9,8
Svenner Fyr;SN29950;09.10.2021;11,9
Svenner Fyr;SN29950;10.10.2021;13,5
Svenner Fyr;SN29950;11.10.2021;11,8
Svenner Fyr;SN29950;12.10.2021;8,6
Svenner Fyr;SN29950;13.10.2021;8,4
Svenner Fyr;SN29950;14.10.2021;16,7
Svenner Fyr;SN29950;15.10.2021;18,9
Svenner Fyr;SN29950;16.10.2021;14,2
Svenner Fyr;SN29950;17.10.2021;7,3
Svenner Fyr;SN29950;18.10.2021;6,1
Svenner Fyr;SN29950;19.10.2021;8,6
Svenner Fyr;SN29950;20.10.2021;17,7
Svenner Fyr;SN29950;21.10.2021;16,6
Svenner Fyr;SN29950;22.10.2021;13,7
Svenner Fyr;SN29950;23.10.2021;11,7
Svenner Fyr;SN29950;24.10.2021;14,3
Svenner Fyr;SN29950;25.10.2021;15
Svenner Fyr;SN29950;26.10.2021;12,8
Svenner Fyr;SN29950;27.10.2021;16
Svenner Fyr;SN29950;28.10.2021;17,8
Svenner Fyr;SN29950;29.10.2021;13,6
Svenner Fyr;SN29950;30.10.2021;11,9
Svenner Fyr;SN29950;31.10.2021;12,9
Svenner Fyr;SN29950;01.11.2021;15,4
Svenner Fyr;SN29950;02.11.2021;14,3
Svenner Fyr;SN29950;03.11.2021;6,3
Svenner Fyr;SN29950;04.11.2021;4
Svenner Fyr;SN29950;05.11.2021;7,3
Svenner Fyr;SN29950;06.11.2021;13,1
Svenner Fyr;SN29950;07.11.2021;8,9
Svenner Fyr;SN29950;08.11.2021;10,2
Svenner Fyr;SN29950;09.11.2021;16,5
Svenner Fyr;SN29950;10.11.2021;15,2
Svenner Fyr;SN29950;11.11.2021;17,8
Svenner Fyr;SN29950;12.11.2021;8,7
Svenner Fyr;SN29950;13.11.2021;10,4
Svenner Fyr;SN29950;14.11.2021;9,7
Svenner Fyr;SN29950;15.11.2021;9,6
Svenner Fyr;SN29950;16.11.2021;13,4
Svenner Fyr;SN29950;17.11.2021;15,1
Svenner Fyr;SN29950;18.11.2021;10,9
Svenner Fyr;SN29950;19.11.2021;15,1
Svenner Fyr;SN29950;20.11.2021;11,5
Svenner Fyr;SN29950;21.11.2021;9,1
Svenner Fyr;SN29950;22.11.2021;13,2
Svenner Fyr;SN29950;23.11.2021;11,4
Svenner Fyr;SN29950;24.11.2021;14,9
Svenner Fyr;SN29950;26.11.2021;10,4
Svenner Fyr;SN29950;27.11.2021;14,4
Svenner Fyr;SN29950;28.11.2021;12,9
Svenner Fyr;SN29950;29.11.2021;9,4
Svenner Fyr;SN29950;01.12.2021;10,5
Svenner Fyr;SN29950;02.12.2021;11,5
Svenner Fyr;SN29950;03.12.2021;12,2
Svenner Fyr;SN29950;04.12.2021;13,9
Svenner Fyr;SN29950;05.12.2021;14,3
Svenner Fyr;SN29950;06.12.2021;11,2
Svenner Fyr;SN29950;07.12.2021;11,8
Svenner Fyr;SN29950;08.12.2021;12,4
Svenner Fyr;SN29950;09.12.2021;12,4
Svenner Fyr;SN29950;10.12.2021;8,7
Svenner Fyr;SN29950;11.12.2021;9,1
Svenner Fyr;SN29950;12.12.2021;9,6
Svenner Fyr;SN29950;13.12.2021;11,2
Svenner Fyr;SN29950;14.12.2021;11,5
Svenner Fyr;SN29950;15.12.2021;16,5
Svenner Fyr;SN29950;16.12.2021;13,2
Svenner Fyr;SN29950;17.12.2021;6,5
Svenner Fyr;SN29950;18.12.2021;9,9
Svenner Fyr;SN29950;19.12.2021;10,5
Svenner Fyr;SN29950;20.12.2021;7
Svenner Fyr;SN29950;21.12.2021;7,3
Svenner Fyr;SN29950;22.12.2021;8,1
Svenner Fyr;SN29950;23.12.2021;5
Svenner Fyr;SN29950;24.12.2021;13,3
Svenner Fyr;SN29950;25.12.2021;7,9
Svenner Fyr;SN29950;26.12.2021;6,1
Svenner Fyr;SN29950;27.12.2021;9,2
Svenner Fyr;SN29950;28.12.2021;9
Svenner Fyr;SN29950;29.12.2021;7,4
Svenner Fyr;SN29950;30.12.2021;11,8
Svenner Fyr;SN29950;31.12.2021;9,4
Svenner Fyr;SN29950;01.01.2022;9,6
Svenner Fyr;SN29950;02.01.2022;8,9
Svenner Fyr;SN29950;03.01.2022;15,3
Svenner Fyr;SN29950;04.01.2022;15,9
Svenner Fyr;SN29950;05.01.2022;10,1
Svenner Fyr;SN29950;06.01.2022;7,1
Svenner Fyr;SN29950;07.01.2022;9,9
Svenner Fyr;SN29950;09.01.2022;12,2
Svenner Fyr;SN29950;10.01.2022;11,3
Svenner Fyr;SN29950;11.01.2022;13,6
Svenner Fyr;SN29950;12.01.2022;16,3
Svenner Fyr;SN29950;13.01.2022;18
Svenner Fyr;SN29950;14.01.2022;19,9
Svenner Fyr;SN29950;15.01.2022;8,3
Svenner Fyr;SN29950;16.01.2022;15,5
Svenner Fyr;SN29950;17.01.2022;21
Svenner Fyr;SN29950;18.01.2022;11,2
Svenner Fyr;SN29950;19.01.2022;18,5
Svenner Fyr;SN29950;20.01.2022;14,7
Svenner Fyr;SN29950;21.01.2022;8,6
Svenner Fyr;SN29950;22.01.2022;8,3
Svenner Fyr;SN29950;23.01.2022;6,1
Svenner Fyr;SN29950;24.01.2022;14,9
Svenner Fyr;SN29950;25.01.2022;11,4
Svenner Fyr;SN29950;26.01.2022;15,8
Svenner Fyr;SN29950;27.01.2022;18,4
Svenner Fyr;SN29950;28.01.2022;10,1
Svenner Fyr;SN29950;29.01.2022;18,4
Svenner Fyr;SN29950;30.01.2022;16,9
Svenner Fyr;SN29950;31.01.2022;9,1
Svenner Fyr;SN29950;01.02.2022;10,3
Svenner Fyr;SN29950;02.02.2022;9,1
Svenner Fyr;SN29950;05.02.2022;18
Svenner Fyr;SN29950;06.02.2022;18,6
Svenner Fyr;SN29950;07.02.2022;10,2
Svenner Fyr;SN29950;08.02.2022;17,2
Svenner Fyr;SN29950;09.02.2022;17,1
Svenner Fyr;SN29950;10.02.2022;16,4
Svenner Fyr;SN29950;11.02.2022;8,4
Svenner Fyr;SN29950;12.02.2022;19,9
Svenner Fyr;SN29950;13.02.2022;20,2
Svenner Fyr;SN29950;14.02.2022;14,4
Svenner Fyr;SN29950;15.02.2022;16,5
Svenner Fyr;SN29950;16.02.2022;13,9
Svenner Fyr;SN29950;17.02.2022;8,4
Svenner Fyr;SN29950;18.02.2022;13,1
Svenner Fyr;SN29950;19.02.2022;11,2
Svenner Fyr;SN29950;20.02.2022;12,8
Svenner Fyr;SN29950;21.02.2022;12,3
Svenner Fyr;SN29950;22.02.2022;8,1
Svenner Fyr;SN29950;23.02.2022;18,7
Svenner Fyr;SN29950;24.02.2022;23,8
Svenner Fyr;SN29950;25.02.2022;11,7
Svenner Fyr;SN29950;26.02.2022;10,3
Svenner Fyr;SN29950;27.02.2022;11,4
Svenner Fyr;SN29950;28.02.2022;12,3
Svenner Fyr;SN29950;01.03.2022;14,2
Svenner Fyr;SN29950;02.03.2022;8,1
Svenner Fyr;SN29950;03.03.2022;7,7
Svenner Fyr;SN29950;04.03.2022;5,5
Svenner Fyr;SN29950;05.03.2022;8,5
Svenner Fyr;SN29950;06.03.2022;6,8
Svenner Fyr;SN29950;07.03.2022;7,2
Svenner Fyr;SN29950;08.03.2022;4,7
Svenner Fyr;SN29950;09.03.2022;3,4
Svenner Fyr;SN29950;10.03.2022;10
Svenner Fyr;SN29950;11.03.2022;8,1
Svenner Fyr;SN29950;12.03.2022;7,8
Svenner Fyr;SN29950;13.03.2022;6,7
Svenner Fyr;SN29950;14.03.2022;6
Svenner Fyr;SN29950;15.03.2022;6,2
Svenner Fyr;SN29950;16.03.2022;5,3
Svenner Fyr;SN29950;17.03.2022;13,5
Svenner Fyr;SN29950;18.03.2022;10,9
Svenner Fyr;SN29950;19.03.2022;5,8
Svenner Fyr;SN29950;20.03.2022;5,5
Svenner Fyr;SN29950;21.03.2022;5,6
Svenner Fyr;SN29950;22.03.2022;8,8
Svenner Fyr;SN29950;23.03.2022;6,2
Svenner Fyr;SN29950;24.03.2022;6,9
Svenner Fyr;SN29950;25.03.2022;13,2
Svenner Fyr;SN29950;26.03.2022;9,8
Svenner Fyr;SN29950;27.03.2022;10,9
Svenner Fyr;SN29950;28.03.2022;15,8
Svenner Fyr;SN29950;29.03.2022;8,1
Svenner Fyr;SN29950;30.03.2022;9,1
Svenner Fyr;SN29950;31.03.2022;6,6
Svenner Fyr;SN29950;01.04.2022;6,4
Svenner Fyr;SN29950;02.04.2022;11,2
Svenner Fyr;SN29950;03.04.2022;11
Svenner Fyr;SN29950;04.04.2022;14,9
Svenner Fyr;SN29950;05.04.2022;9,2
Svenner Fyr;SN29950;06.04.2022;7,2
Svenner Fyr;SN29950;07.04.2022;15,7
Svenner Fyr;SN29950;08.04.2022;11,1
Svenner Fyr;SN29950;09.04.2022;12,4
Svenner Fyr;SN29950;10.04.2022;10,6
Svenner Fyr;SN29950;11.04.2022;10,7
Svenner Fyr;SN29950;12.04.2022;10
Svenner Fyr;SN29950;13.04.2022;12,1
Svenner Fyr;SN29950;14.04.2022;8,3
Svenner Fyr;SN29950;15.04.2022;7,4
Svenner Fyr;SN29950;16.04.2022;10,5
Svenner Fyr;SN29950;17.04.2022;6,8
Svenner Fyr;SN29950;18.04.2022;4,7
Svenner Fyr;SN29950;19.04.2022;5,5
Svenner Fyr;SN29950;20.04.2022;4,4
Svenner Fyr;SN29950;21.04.2022;10,4
Svenner Fyr;SN29950;22.04.2022;7,9
Svenner Fyr;SN29950;23.04.2022;10,9
Svenner Fyr;SN29950;24.04.2022;11,2
Svenner Fyr;SN29950;25.04.2022;7,6
Svenner Fyr;SN29950;26.04.2022;12,2
Svenner Fyr;SN29950;18.06.2022;14
Svenner Fyr;SN29950;19.06.2022;10,8
Svenner Fyr;SN29950;20.06.2022;10,5
Svenner Fyr;SN29950;21.06.2022;8,8
Svenner Fyr;SN29950;22.06.2022;8
Svenner Fyr;SN29950;23.06.2022;14,5
Svenner Fyr;SN29950;24.06.2022;13,3
Svenner Fyr;SN29950;25.06.2022;6,7
Svenner Fyr;SN29950;26.06.2022;6,8
Svenner Fyr;SN29950;27.06.2022;8,9
Svenner Fyr;SN29950;28.06.2022;14,5
Svenner Fyr;SN29950;29.06.2022;13,7
Svenner Fyr;SN29950;30.06.2022;3,9
Svenner Fyr;SN29950;01.07.2022;7
Svenner Fyr;SN29950;02.07.2022;16,1
Svenner Fyr;SN29950;03.07.2022;12,3
Svenner Fyr;SN29950;04.07.2022;16,4
Svenner Fyr;SN29950;05.07.2022;13
Svenner Fyr;SN29950;06.07.2022;16,4
Svenner Fyr;SN29950;07.07.2022;11,6
Svenner Fyr;SN29950;08.07.2022;12,3
Svenner Fyr;SN29950;09.07.2022;11,1
Svenner Fyr;SN29950;10.07.2022;9,8
Svenner Fyr;SN29950;11.07.2022;9,1
Svenner Fyr;SN29950;12.07.2022;11,9
Svenner Fyr;SN29950;13.07.2022;14,5
Svenner Fyr;SN29950;14.07.2022;11,4
Svenner Fyr;SN29950;15.07.2022;11
Svenner Fyr;SN29950;16.07.2022;12,5
Svenner Fyr;SN29950;17.07.2022;13,7
Svenner Fyr;SN29950;18.07.2022;13,2
Svenner Fyr;SN29950;19.07.2022;6,2
Svenner Fyr;SN29950;20.07.2022;5
Svenner Fyr;SN29950;21.07.2022;7,6
Svenner Fyr;SN29950;22.07.2022;10,1
Svenner Fyr;SN29950;23.07.2022;8,7
Svenner Fyr;SN29950;24.07.2022;14,2
Svenner Fyr;SN29950;25.07.2022;15,2
Svenner Fyr;SN29950;26.07.2022;13,2
Svenner Fyr;SN29950;27.07.2022;8,9
Svenner Fyr;SN29950;28.07.2022;9
Svenner Fyr;SN29950;29.07.2022;6,2
Svenner Fyr;SN29950;30.07.2022;8,8
Svenner Fyr;SN29950;31.07.2022;7,4
Svenner Fyr;SN29950;01.08.2022;10,9
Svenner Fyr;SN29950;02.08.2022;15,3
Svenner Fyr;SN29950;03.08.2022;15
Svenner Fyr;SN29950;04.08.2022;15,8
Svenner Fyr;SN29950;05.08.2022;10,6
Svenner Fyr;SN29950;06.08.2022;10,9
Svenner Fyr;SN29950;07.08.2022;9,5
Svenner Fyr;SN29950;08.08.2022;7,9
Svenner Fyr;SN29950;09.08.2022;5,4
Svenner Fyr;SN29950;10.08.2022;12,5
Svenner Fyr;SN29950;11.08.2022;12,7
Svenner Fyr;SN29950;12.08.2022;9,9
Svenner Fyr;SN29950;13.08.2022;7,1
Svenner Fyr;SN29950;14.08.2022;4,5
Svenner Fyr;SN29950;15.08.2022;6,6
Svenner Fyr;SN29950;16.08.2022;6,9
Svenner Fyr;SN29950;17.08.2022;12,6
Svenner Fyr;SN29950;18.08.2022;9,1
Svenner Fyr;SN29950;19.08.2022;6,1
Svenner Fyr;SN29950;20.08.2022;16,7
Svenner Fyr;SN29950;21.08.2022;14,4
Svenner Fyr;SN29950;22.08.2022;13,1
Svenner Fyr;SN29950;23.08.2022;5,6
Svenner Fyr;SN29950;24.08.2022;6,3
Svenner Fyr;SN29950;25.08.2022;4,8
Svenner Fyr;SN29950;26.08.2022;4,8
Svenner Fyr;SN29950;27.08.2022;4,6
Svenner Fyr;SN29950;28.08.2022;10,6
Svenner Fyr;SN29950;29.08.2022;8,7
Svenner Fyr;SN29950;30.08.2022;7,6
Svenner Fyr;SN29950;31.08.2022;7,7
Svenner Fyr;SN29950;01.09.2022;7,3
Svenner Fyr;SN29950;02.09.2022;8,3
Svenner Fyr;SN29950;03.09.2022;8,1
Svenner Fyr;SN29950;04.09.2022;6,8
Svenner Fyr;SN29950;05.09.2022;7,9
Svenner Fyr;SN29950;06.09.2022;6,2
Svenner Fyr;SN29950;07.09.2022;4,7
Svenner Fyr;SN29950;08.09.2022;11,4
Svenner Fyr;SN29950;09.09.2022;13,2
Svenner Fyr;SN29950;10.09.2022;11,6
Svenner Fyr;SN29950;11.09.2022;6,1
Svenner Fyr;SN29950;12.09.2022;14,8
Svenner Fyr;SN29950;13.09.2022;18,6
Svenner Fyr;SN29950;14.09.2022;8,9
Svenner Fyr;SN29950;15.09.2022;7,7
Svenner Fyr;SN29950;16.09.2022;9,3
Svenner Fyr;SN29950;17.09.2022;7,1
Svenner Fyr;SN29950;18.09.2022;8,4
Svenner Fyr;SN29950;19.09.2022;8,8
Svenner Fyr;SN29950;20.09.2022;7,6
Svenner Fyr;SN29950;21.09.2022;8
Svenner Fyr;SN29950;22.09.2022;12,4
Svenner Fyr;SN29950;23.09.2022;13,4
Svenner Fyr;SN29950;24.09.2022;10,6
Svenner Fyr;SN29950;25.09.2022;11,8
Svenner Fyr;SN29950;26.09.2022;14,6
Svenner Fyr;SN29950;27.09.2022;16,3
Svenner Fyr;SN29950;28.09.2022;12,9
Svenner Fyr;SN29950;29.09.2022;12,4
Svenner Fyr;SN29950;30.09.2022;8,9
Svenner Fyr;SN29950;01.10.2022;14,3
Svenner Fyr;SN29950;02.10.2022;7,7
Svenner Fyr;SN29950;03.10.2022;5,7
Svenner Fyr;SN29950;04.10.2022;14,2
Svenner Fyr;SN29950;05.10.2022;18,3
Svenner Fyr;SN29950;06.10.2022;18,3
Svenner Fyr;SN29950;07.10.2022;19,4
Svenner Fyr;SN29950;08.10.2022;14,1
Svenner Fyr;SN29950;09.10.2022;14,5
Svenner Fyr;SN29950;10.10.2022;16,4
Svenner Fyr;SN29950;11.10.2022;12,4
Svenner Fyr;SN29950;12.10.2022;11,6
Svenner Fyr;SN29950;13.10.2022;13,6
Svenner Fyr;SN29950;14.10.2022;12,5
Svenner Fyr;SN29950;15.10.2022;14,7
Svenner Fyr;SN29950;16.10.2022;17,2
Svenner Fyr;SN29950;17.10.2022;18
Svenner Fyr;SN29950;18.10.2022;8,1
Svenner Fyr;SN29950;19.10.2022;8
Svenner Fyr;SN29950;20.10.2022;5,2
Svenner Fyr;SN29950;21.10.2022;13,4
Svenner Fyr;SN29950;22.10.2022;8,1
Svenner Fyr;SN29950;23.10.2022;5,1
Svenner Fyr;SN29950;24.10.2022;13,9
Svenner Fyr;SN29950;25.10.2022;9,5
Svenner Fyr;SN29950;26.10.2022;4,7
Svenner Fyr;SN29950;27.10.2022;11,7
Svenner Fyr;SN29950;28.10.2022;8,2
Svenner Fyr;SN29950;29.10.2022;15,2
Svenner Fyr;SN29950;30.10.2022;6,1
Svenner Fyr;SN29950;31.10.2022;11,7
Svenner Fyr;SN29950;01.11.2022;13,4
Svenner Fyr;SN29950;02.11.2022;14,2
Svenner Fyr;SN29950;03.11.2022;16,4
Svenner Fyr;SN29950;04.11.2022;13,6
Svenner Fyr;SN29950;05.11.2022;13,2
Svenner Fyr;SN29950;06.11.2022;14,1
Svenner Fyr;SN29950;07.11.2022;14,9
Svenner Fyr;SN29950;08.11.2022;10,4
Svenner Fyr;SN29950;09.11.2022;14,4
Svenner Fyr;SN29950;10.11.2022;15,4
Svenner Fyr;SN29950;11.11.2022;18,6
Svenner Fyr;SN29950;12.11.2022;18,9
Svenner Fyr;SN29950;13.11.2022;4,4
Svenner Fyr;SN29950;14.11.2022;7,5
Svenner Fyr;SN29950;15.11.2022;15,8
Svenner Fyr;SN29950;16.11.2022;14,6
Svenner Fyr;SN29950;17.11.2022;13,1
Svenner Fyr;SN29950;18.11.2022;13,4
Svenner Fyr;SN29950;19.11.2022;13,2
Svenner Fyr;SN29950;21.11.2022;14,8
Svenner Fyr;SN29950;23.11.2022;16,4
Svenner Fyr;SN29950;24.11.2022;12,1
Svenner Fyr;SN29950;25.11.2022;9,6
Svenner Fyr;SN29950;26.11.2022;9,5
Svenner Fyr;SN29950;27.11.2022;14
Svenner Fyr;SN29950;28.11.2022;10,8
Svenner Fyr;SN29950;29.11.2022;10,4
Svenner Fyr;SN29950;30.11.2022;8,5
Svenner Fyr;SN29950;01.12.2022;7,1
Svenner Fyr;SN29950;02.12.2022;8,3
Svenner Fyr;SN29950;03.12.2022;11,3
Svenner Fyr;SN29950;04.12.2022;11,3
Svenner Fyr;SN29950;05.12.2022;9,3
Svenner Fyr;SN29950;06.12.2022;5,1
Svenner Fyr;SN29950;07.12.2022;7
Svenner Fyr;SN29950;08.12.2022;8,2
Svenner Fyr;SN29950;09.12.2022;11,7
Svenner Fyr;SN29950;10.12.2022;8,9
Svenner Fyr;SN29950;11.12.2022;8
Svenner Fyr;SN29950;12.12.2022;9,9
Svenner Fyr;SN29950;13.12.2022;9,6
Svenner Fyr;SN29950;14.12.2022;10,9
Svenner Fyr;SN29950;15.12.2022;5,3
Svenner Fyr;SN29950;16.12.2022;5,4
Svenner Fyr;SN29950;03.02.2023;13,8
Svenner Fyr;SN29950;04.02.2023;11,1
Svenner Fyr;SN29950;05.02.2023;12,9
Svenner Fyr;SN29950;06.02.2023;6,1
Svenner Fyr;SN29950;07.02.2023;14,7
Svenner Fyr;SN29950;08.02.2023;16,2
Svenner Fyr;SN29950;09.02.2023;22,2
Svenner Fyr;SN29950;10.02.2023;21,4
Svenner Fyr;SN29950;11.02.2023;21,2
Svenner Fyr;SN29950;12.02.2023;12,3
Svenner Fyr;SN29950;13.02.2023;9,8
Svenner Fyr;SN29950;14.02.2023;9,4
Svenner Fyr;SN29950;15.02.2023;11,3
Svenner Fyr;SN29950;16.02.2023;12,1
Svenner Fyr;SN29950;17.02.2023;15,1
Svenner Fyr;SN29950;18.02.2023;13,6
Svenner Fyr;SN29950;19.02.2023;10,1
Svenner Fyr;SN29950;20.02.2023;17
Svenner Fyr;SN29950;21.02.2023;14,1
Svenner Fyr;SN29950;22.02.2023;9,8
Svenner Fyr;SN29950;23.02.2023;14,4
Svenner Fyr;SN29950;24.02.2023;11,5
Svenner Fyr;SN29950;25.02.2023;12
Svenner Fyr;SN29950;26.02.2023;6,7
Svenner Fyr;SN29950;27.02.2023;5,1
Svenner Fyr;SN29950;28.02.2023;5,6
